"X","Time","PopBio","Time_units","PopBio_units","Rep_ID","ID","Medium","Temp","Citation","Species","Rep","avg_count","group","counter","logPopBio"
802,263.279445727483,0.212378752886836,"Hours","OD_595","180_1",180,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.1",1,23,28,10,-1.54938402810751
803,239.260969976905,0.217071593533487,"Hours","OD_595","180_1",180,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.1",1,23,28,11,-1.52752805573722
804,215.242494226328,0.235097767513472,"Hours","OD_595","180_1",180,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.1",1,23,28,12,-1.44775381938306
805,191.224018475751,0.239790608160123,"Hours","OD_595","180_1",180,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.1",1,23,28,13,-1.42798920245961
806,167.205542725173,0.249816782140108,"Hours","OD_595","180_1",180,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.1",1,23,28,14,-1.38702750124101
807,143.187066974596,0.299842956120092,"Hours","OD_595","180_1",180,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.1",1,23,28,15,-1.20449642098891
808,119.168591224018,0.29920246343341,"Hours","OD_595","180_1",180,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.1",1,23,28,16,-1.20663479951527
809,95.1501154734412,0.277228637413395,"Hours","OD_595","180_1",180,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.1",1,23,28,17,-1.28291270743032
810,71.1316397228637,0.228588144726713,"Hours","OD_595","180_1",180,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.1",1,23,28,18,-1.47583338930431
811,47.1131639722862,0.137280985373364,"Hours","OD_595","180_1",180,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.1",1,23,28,19,-1.98572546543197
812,23.0946882217088,0.0353071593533485,"Hours","OD_595","180_1",180,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.1",1,23,28,20,-3.34366952106452
813,9.23787528868365,0.0189376443418012,"Hours","OD_595","180_1",180,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.1",1,23,28,21,-3.96660357373229
814,6.4665127020786,0.0108637413394919,"Hours","OD_595","180_1",180,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.1",1,23,28,22,-4.52232451740617
815,1.84757505773666,0.00540723633564255,"Hours","OD_595","180_1",180,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.1",1,23,28,23,-5.22001716033783
816,480.369515011547,0.236834488067744,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,1,-1.44039374439911
817,456.35103926097,0.236193995381062,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,2,-1.44310179729874
818,431.408775981524,0.240862201693611,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,3,-1.42353028622334
819,408.314087759815,0.245579676674365,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,4,-1.40413383583031
820,384.295612009238,0.242272517321016,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,5,-1.41769208177337
821,360.27713625866,0.254965357967667,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,6,-1.3666275941595
822,336.258660508083,0.267658198614319,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,7,-1.31804449076314
823,312.240184757506,0.28035103926097,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,8,-1.27171274940677
824,287.29792147806,0.271685912240185,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,9,-1.30310861431669
825,264.203233256351,0.265736720554273,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,10,-1.3252492327009
826,240.184757505774,0.262429561200924,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,11,-1.33777257124181
827,216.166281755196,0.248455735180908,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,12,-1.39249057735677
828,192.147806004619,0.25314857582756,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,13,-1.37377870638667
829,168.129330254042,0.255174749807544,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,14,-1.36580667516707
830,143.187066974596,0.286509622786759,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,15,-1.24998315600305
831,120.092378752887,0.283227097767513,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,16,-1.26150623753269
832,96.0739030023095,0.255919938414165,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,17,-1.36289062398577
833,72.0554272517319,0.215279445727482,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,18,-1.53581834722547
834,48.0369515011547,0.179972286374134,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,19,-1.71495240453383
835,23.0946882217089,0.0753071593533483,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,20,-2.58618007096218
836,11.0854503464203,0.040320246343341,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,21,-3.21090154553181
837,5.54272517321021,0.024172440338722,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,22,-3.7225421237564
838,0.923787528868274,0.00804926866820632,"Hours","OD_595","181_1",181,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Pseudomonas.fluorescens.2",1,23,29,23,-4.82217404034868
1085,480.369515011547,0.181869130100076,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,1,-1.70446791594105
1086,455.427251732102,0.18970284834488,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,2,-1.66229638715716
1087,431.408775981524,0.192209391839876,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,3,-1.64916991870808
1088,407.390300230947,0.194715935334872,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,4,-1.63621352437086
1089,384.295612009238,0.19989530408006,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,5,-1.60996152909708
1090,359.353348729792,0.194395688991531,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,6,-1.63785956317118
1091,336.258660508083,0.204908391070053,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,7,-1.58519227255016
1092,312.240184757506,0.207414934565049,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,8,-1.57303397726884
1093,288.221709006928,0.217921478060045,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,9,-1.52362047346302
1094,264.203233256351,0.217761354888375,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,10,-1.52435551816421
1095,240.184757505774,0.225601231716704,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,11,-1.48898629963597
1096,215.242494226328,0.220101616628175,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,12,-1.51366594550543
1097,192.147806004619,0.21994765204003,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,13,-1.51436570621583
1098,167.205542725173,0.217114703618167,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,14,-1.52732947699301
1099,143.187066974596,0.227621247113164,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,15,-1.48007222821728
1100,119.168591224019,0.224794457274826,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,16,-1.49256881751735
1101,96.0739030023094,0.200640492686681,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,17,-1.60624056596503
1102,72.055427251732,0.157813702848344,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,18,-1.8463400375322
1103,48.960739030023,0.0643264049268661,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,19,-2.74378507998225
1104,48.0369515011546,0.061653579676674,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,20,-2.78622398655342
1105,23.0946882217089,0.0241539645881437,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,21,-3.72330674721665
1106,8.31408775981504,0.00538876058506466,"Hours","OD_595","182_1",182,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia..RDA.R.",1,22,40,22,-5.22343986761543
886,479.226554630107,0.118602737033489,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,1,-2.13197571483076
887,455.178005454412,0.134879978378911,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,2,-2.00336994502731
888,431.154025699614,0.137859020662884,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,3,-1.98152370540244
889,407.115304292278,0.148816982383726,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,4,-1.90503803417247
890,383.081496769121,0.157115304292278,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,5,-1.85077532094607
891,359.042775361785,0.168073266013121,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,6,-1.78335528742504
892,334.999140070269,0.181690867546252,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,7,-1.70544856600852
893,310.965332547112,0.189989189454805,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,8,-1.66078810604667
894,286.916783371416,0.206266430800227,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,9,-1.57858659245444
895,262.882975848259,0.214564752708779,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,10,-1.53914370873968
896,238.849168325103,0.222863074617332,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,11,-1.50119771127545
897,214.820274686126,0.228501756713595,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,12,-1.47621138065294
898,190.811036583868,0.223501879560699,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,13,-1.49833545529632
899,166.762487408172,0.239779120906121,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,14,-1.42803710896124
900,142.748335421734,0.237438883565515,"Hours","OD_595","183_1",183,"TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Stenotrophomonas.maltophilia.1",1,23,32,15,-1.43784502097882
